id,a1,a3,etbst,b8,b9_1,b9_2,b9_3,b9_4,b9_5,b9b,x,y
3194,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.62424,48.1357986
3195,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.62424,48.1357986
3197,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.62424,48.1357986
3201,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.62424,48.1357986
3202,Voiture (à plusieurs / covoiturage),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:40:00,-1.62424,48.1357986
3203,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.62424,48.1357986
3204,Vélo / VAE / Vélostar,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3205,Voiture (à plusieurs / covoiturage),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.62424,48.1357986
3206,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.62424,48.1357986
3209,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires variables (variations > 15 min.),09:30:00,09:15:00,09:00:00,09:15:00,09:20:00,NA,-1.62424,48.1357986
3210,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.62424,48.1357986
3212,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.62424,48.1357986
3213,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:45:00,-1.62424,48.1357986
3230,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3231,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3234,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.62424,48.1357986
3237,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires variables (variations > 15 min.),09:45:00,09:30:00,09:30:00,09:30:00,09:30:00,NA,-1.62424,48.1357986
3239,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3240,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.62424,48.1357986
3243,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3269,Vélo / VAE / Vélostar,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3273,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.62424,48.1357986
3284,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) variant selon jour,09:15:00,08:35:00,08:40:00,09:15:00,08:45:00,NA,-1.62424,48.1357986
3285,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.62424,48.1357986
3296,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.62424,48.1357986
3299,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
3322,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.62424,48.1357986
3341,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires variables (variations > 15 min.),07:30:00,08:30:00,08:00:00,08:30:00,07:30:00,NA,-1.62424,48.1357986
3448,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires variables (variations > 15 min.),08:15:00,08:30:00,09:15:00,08:30:00,08:15:00,NA,-1.62424,48.1357986
3685,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires variables (variations > 15 min.),07:30:00,07:30:00,07:30:00,09:30:00,07:30:00,NA,-1.62424,48.1357986
3696,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.62424,48.1357986
3734,Voiture (seul(e)),Champs Blancs,IRT b-com,Heures fixes, variant selon le jour de semaine,09:20:00,08:45:00,09:20:00,08:45:00,NA,NA,-1.62424
3890,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00,-1.62424,48.1357986
4393,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.62424,48.1357986
4439,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) variant selon jour,09:15:00,09:00:00,09:18:00,09:20:00,09:15:00,NA,-1.62424,48.1357986
4528,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.62424,48.1357986
4565,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:45:00,09:00:00,08:45:00,08:45:00,NA,-1.62424,48.1357986
4828,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,10:00:00,-1.62424,48.1357986
5128,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:55:00,-1.62424,48.1357986
5172,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.62424,48.1357986
5648,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00,-1.62424,48.1357986
5809,Voiture (seul(e)),Champs Blancs,IRT b-com,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:55:00,-1.62424,48.1357986
6149,Métro / Bus,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.62424,48.1357986
6152,Vélo / VAE / Vélostar,Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.62424,48.1357986
6157,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.62424,48.1357986
6163,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:30:00,-1.62424,48.1357986
6170,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.62424,48.1357986
6183,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.62424,48.1357986
6195,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.62424,48.1357986
6201,Voiture (seul(e)),Champs Blancs,IRT b-com,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.62424,48.1357986
275,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6239286,48.1374067
278,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) variant selon jour,08:40:00,09:05:00,08:40:00,09:05:00,08:40:00,NA,-1.6239286,48.1374067
344,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:35:00,-1.6239286,48.1374067
467,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:35:00,-1.6239286,48.1374067
782,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6239286,48.1374067
1393,Voiture (à plusieurs / covoiturage),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) variant selon jour,09:10:00,09:10:00,09:00:00,09:10:00,09:00:00,NA,-1.6239286,48.1374067
1615,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6239286,48.1374067
2160,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) variant selon jour,08:55:00,07:55:00,08:50:00,07:55:00,09:00:00,NA,-1.6239286,48.1374067
2392,Voiture (seul(e)),Champs Blancs,LACROIX Electronics Solutions,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.6239286,48.1374067
13,Voiture (seul(e)),Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,09:00:00,09:00:00,08:45:00,09:00:00,08:45:00,NA, -1.622046
21,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00, -1.622046,48.135795
24,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
77,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
121,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:35:00, -1.622046,48.135795
122,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
128,Voiture (seul(e)),Champs Blancs,NA,Horaires variables (variations > 15 min.),09:00:00,08:55:00,09:00:00,09:00:00,09:00:00,NA, -1.622046,48.135795
134,Voiture (seul(e)),Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,08:30:00,08:00:00,08:30:00,08:00:00,08:30:00,NA, -1.622046
150,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
164,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
168,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00, -1.622046,48.135795
171,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00, -1.622046,48.135795
181,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
193,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
224,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00, -1.622046,48.135795
234,Voiture (seul(e)),Champs Blancs,NA,Horaires variables (variations > 15 min.),09:10:00,09:10:00,09:00:00,09:10:00,09:10:00,NA, -1.622046,48.135795
259,Métro / Bus,Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,08:25:00,08:50:00,08:25:00,08:50:00,08:25:00,NA, -1.622046
260,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
283,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
297,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
304,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
310,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00, -1.622046,48.135795
312,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
319,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
321,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:30:00, -1.622046,48.135795
332,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00, -1.622046,48.135795
336,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
337,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:25:00, -1.622046,48.135795
345,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
348,Voiture (seul(e)),Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,08:00:00,09:00:00,08:00:00,09:00:00,08:00:00,NA, -1.622046
407,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:40:00, -1.622046,48.135795
457,Métro / Bus,Champs Blancs,NA,Horaires variables (variations > 15 min.),09:00:00,09:30:00,09:30:00,09:30:00,09:30:00,NA, -1.622046,48.135795
572,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
726,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:45:00, -1.622046,48.135795
773,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:45:00,09:30:00,09:30:00,09:00:00,09:00:00,NA, -1.622046,48.135795
827,Voiture (à plusieurs / covoiturage),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
906,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
1012,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:35:00,09:35:00,09:15:00,09:35:00,09:35:00,NA, -1.622046,48.135795
1015,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,08:35:00,08:35:00,08:05:00,08:35:00,08:00:00,NA, -1.622046,48.135795
1033,Vélo / VAE / Vélostar,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
1114,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
1201,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,10:00:00, -1.622046,48.135795
1391,Train,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00, -1.622046,48.135795
1483,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
1810,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
1953,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
1982,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:35:00, -1.622046,48.135795
2002,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
2017,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
2114,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
2183,Voiture (seul(e)),Champs Blancs,NA,Horaires variables (variations > 15 min.),09:30:00,09:30:00,09:15:00,09:20:00,09:30:00,NA, -1.622046,48.135795
2258,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
2304,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,08:45:00,09:15:00,09:30:00,08:45:00,NA, -1.622046,48.135795
2356,Marche à pied,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
2395,Voiture (à plusieurs / covoiturage),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00, -1.622046,48.135795
2435,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:30:00,09:45:00,09:30:00,09:30:00,NA, -1.622046,48.135795
2517,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00, -1.622046,48.135795
2521,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:15:00,09:15:00,08:30:00,09:15:00,08:30:00,NA, -1.622046,48.135795
2560,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,08:50:00,08:50:00,NA,08:50:00,08:50:00,NA, -1.622046,48.135795
2616,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00, -1.622046,48.135795
2631,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
2643,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
2661,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00, -1.622046,48.135795
2737,Métro / Bus,Champs Blancs,NA,Horaires variables (variations > 15 min.),09:00:00,09:00:00,09:00:00,09:15:00,09:30:00,NA, -1.622046,48.135795
2754,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
2878,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00, -1.622046,48.135795
2899,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:45:00,08:30:00,09:15:00,08:45:00,NA, -1.622046,48.135795
2930,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:45:00, -1.622046,48.135795
3024,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00, -1.622046,48.135795
3087,Vélo / VAE / Vélostar,Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,08:15:00,09:15:00,08:15:00,09:15:00,08:15:00,NA, -1.622046
3121,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
3125,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,08:30:00,08:30:00,09:00:00,08:30:00,NA, -1.622046,48.135795
3126,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:35:00, -1.622046,48.135795
3141,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
3166,Voiture (à plusieurs / covoiturage),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
3223,Vélo / VAE / Vélostar,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,09:20:00,09:15:00,09:25:00,09:15:00,09:20:00,NA, -1.622046,48.135795
3279,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
3570,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
3581,Voiture (à plusieurs / covoiturage),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00, -1.622046,48.135795
3637,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00, -1.622046,48.135795
3860,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:45:00, -1.622046,48.135795
4257,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00, -1.622046,48.135795
4270,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
4354,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00, -1.622046,48.135795
4819,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
4870,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
4874,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00, -1.622046,48.135795
5169,Voiture (seul(e)),Champs Blancs,NA,Heures fixes, variant selon le jour de semaine,07:30:00,07:30:00,NA,NA,NA,NA, -1.622046
5367,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:35:00, -1.622046,48.135795
5430,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
5527,Voiture (à plusieurs / covoiturage),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
5540,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
5543,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00, -1.622046,48.135795
5711,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
5761,Voiture (seul(e)),Champs Blancs,NA,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:45:00, -1.622046,48.135795
5963,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,09:30:00,08:30:00,08:30:00,09:30:00,NA, -1.622046,48.135795
5971,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00, -1.622046,48.135795
5975,Vélo / VAE / Vélostar,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00, -1.622046,48.135795
5985,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00, -1.622046,48.135795
5986,Voiture (seul(e)),Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00, -1.622046,48.135795
6001,Métro / Bus,Champs Blancs,NA,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00, -1.622046,48.135795
