id,a1,a3,etbst,b8,b9_1,b9_2,b9_3,b9_4,b9_5,b9b,x,y
3006,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.625187,48.1268456
3600,Vélo / VAE / Vélostar,Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,08:30:00,09:30:00,08:30:00,09:30:00,NA,-1.625187,48.1268456
5029,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.625187,48.1268456
5057,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.625187,48.1268456
5063,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.625187,48.1268456
5066,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:45:00,-1.625187,48.1268456
5069,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.625187,48.1268456
5073,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:25:00,-1.625187,48.1268456
5102,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.625187,48.1268456
5113,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.625187,48.1268456
5125,Métro / Bus,Belle Fontaine,CentraleSupélec,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:55:00,-1.625187,48.1268456
5168,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.625187,48.1268456
5408,Voiture (seul(e)),Belle Fontaine,CentraleSupélec,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.625187,48.1268456
1203,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1265,Métro / Bus,Belle Fontaine,CGI France,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:20:00,-1.626154,48.1281966
1805,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.626154,48.1281966
1806,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
1809,Voiture (à plusieurs / covoiturage),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1812,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.626154,48.1281966
1813,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.626154,48.1281966
1815,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.626154,48.1281966
1816,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:30:00,-1.626154,48.1281966
1818,Métro / Bus,Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:10:00,09:10:00,08:30:00,08:30:00,08:30:00,NA,-1.626154,48.1281966
1819,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.626154,48.1281966
1821,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.626154,48.1281966
1822,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:20:00,08:20:00,08:20:00,08:40:00,08:40:00,NA,-1.626154,48.1281966
1823,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.626154,48.1281966
1824,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1826,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:00:00,09:00:00,09:00:00,09:00:00,NA,-1.626154,48.1281966
1828,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
1829,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.626154,48.1281966
1830,Vélo / VAE / Vélostar,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.626154,48.1281966
1831,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:30:00,09:00:00,09:00:00,09:00:00,08:30:00,NA,-1.626154,48.1281966
1834,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:15:00,09:00:00,09:00:00,09:15:00,09:00:00,NA,-1.626154,48.1281966
1836,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),08:45:00,08:45:00,08:45:00,08:45:00,07:30:00,NA,-1.626154,48.1281966
1839,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
1841,Voiture (seul(e)),Belle Fontaine,CGI France,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:30:00,-1.626154,48.1281966
1843,Train,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.626154,48.1281966
1844,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1845,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.626154,48.1281966
1846,Vélo / VAE / Vélostar,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1848,Vélo / VAE / Vélostar,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.626154,48.1281966
1850,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
1852,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,NA,-1.626154,48.1281966
1853,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,09:20:00,09:40:00,09:30:00,09:35:00,09:25:00,NA,-1.626154,48.1281966
1859,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1864,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:05:00,08:55:00,08:45:00,08:55:00,08:55:00,NA,-1.626154,48.1281966
1866,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.626154,48.1281966
1908,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.626154,48.1281966
1911,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.626154,48.1281966
1912,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00,-1.626154,48.1281966
1916,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.626154,48.1281966
1917,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,NA,08:30:00,08:30:00,NA,-1.626154,48.1281966
1926,Voiture (seul(e)),Belle Fontaine,CGI France,Heures fixes, variant selon le jour de semaine,09:15:00,08:15:00,NA,09:15:00,09:15:00,NA,-1.626154
1932,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:00:00,08:00:00,08:00:00,09:00:00,08:00:00,NA,-1.626154,48.1281966
1941,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
1970,Vélo / VAE / Vélostar,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
1977,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:35:00,08:30:00,08:35:00,08:35:00,NA,-1.626154,48.1281966
2102,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.626154,48.1281966
2119,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.626154,48.1281966
2129,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.626154,48.1281966
2135,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
2137,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
2144,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:55:00,-1.626154,48.1281966
2162,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.626154,48.1281966
2180,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:50:00,08:50:00,08:15:00,08:50:00,08:15:00,NA,-1.626154,48.1281966
2210,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.626154,48.1281966
2284,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.626154,48.1281966
2324,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.626154,48.1281966
2335,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),09:15:00,09:30:00,09:30:00,09:45:00,09:45:00,NA,-1.626154,48.1281966
2370,Vélo / VAE / Vélostar,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.626154,48.1281966
2381,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),08:45:00,08:45:00,09:00:00,09:00:00,09:30:00,NA,-1.626154,48.1281966
2472,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.626154,48.1281966
2743,Moto / Scooter,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.626154,48.1281966
2783,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),08:40:00,09:00:00,NA,09:00:00,08:40:00,NA,-1.626154,48.1281966
2996,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
3286,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:25:00,-1.626154,48.1281966
3354,Métro / Bus,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.626154,48.1281966
4019,Voiture (seul(e)),Belle Fontaine,CGI France,Heures fixes tous les jours,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
4040,Métro / Bus,Belle Fontaine,CGI France,Horaires variables (variations > 15 min.),08:30:00,08:30:00,08:30:00,09:00:00,09:00:00,NA,-1.626154,48.1281966
4483,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,NA,09:10:00,NA,09:10:00,NA,NA,-1.626154,48.1281966
4995,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,09:30:00,08:30:00,09:00:00,NA,-1.626154,48.1281966
5215,Car,Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
5867,Voiture (à plusieurs / covoiturage),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.626154,48.1281966
5879,Voiture (seul(e)),Belle Fontaine,CGI France,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.626154,48.1281966
971,Voiture (seul(e)),Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6319754,48.1244831
989,Train,Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:00:00,09:00:00,09:30:00,09:00:00,NA,-1.6319754,48.1244831
1029,Métro / Bus,Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) variant selon jour,08:15:00,08:15:00,08:15:00,08:15:00,08:15:00,NA,-1.6319754,48.1244831
1066,Voiture (à plusieurs / covoiturage),Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6319754,48.1244831
1100,Voiture (seul(e)),Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) variant selon jour,NA,08:45:00,08:45:00,08:45:00,08:45:00,NA,-1.6319754,48.1244831
1321,Voiture (seul(e)),Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:30:00,-1.6319754,48.1244831
2207,Métro / Bus,Belle Fontaine,CNED,Heures fixes, variant selon le jour de semaine,07:30:00,07:30:00,09:30:00,09:30:00,07:30:00,NA,-1.6319754
2546,Voiture (seul(e)),Belle Fontaine,CNED,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.6319754,48.1244831
5259,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires variables (variations > 15 min.),08:30:00,09:00:00,08:45:00,09:10:00,08:30:00,NA,-1.6363466,48.1322922
5324,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:40:00,-1.6363466,48.1322922
5327,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:40:00,-1.6363466,48.1322922
5328,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6363466,48.1322922
5331,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires variables (variations > 15 min.),08:45:00,08:15:00,08:45:00,08:15:00,08:45:00,NA,-1.6363466,48.1322922
5338,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.6363466,48.1322922
5342,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,07:45:00,07:45:00,NA,08:30:00,08:00:00,NA,-1.6363466,48.1322922
5347,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6363466,48.1322922
5352,Marche à pied,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6363466,48.1322922
5353,Voiture (à plusieurs / covoiturage),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6363466,48.1322922
5354,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6363466,48.1322922
5355,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6363466,48.1322922
5358,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,08:20:00,08:20:00,08:15:00,NA,08:20:00,NA,-1.6363466,48.1322922
5364,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires variables (variations > 15 min.),09:00:00,09:12:00,09:15:00,07:59:00,08:30:00,NA,-1.6363466,48.1322922
5365,Autre,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.6363466,48.1322922
5370,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6363466,48.1322922
5378,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,09:25:00,09:00:00,09:25:00,09:00:00,NA,-1.6363466,48.1322922
5390,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6363466,48.1322922
5397,Train,Belle Fontaine,Conseil Régional de Bretagne,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:45:00,-1.6363466,48.1322922
5405,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6363466,48.1322922
5407,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.6363466,48.1322922
5412,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,09:15:00,09:15:00,09:15:00,08:30:00,08:30:00,NA,-1.6363466,48.1322922
5419,Vélo / VAE / Vélostar,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6363466,48.1322922
5427,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6363466,48.1322922
5428,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires variables (variations > 15 min.),08:45:00,08:45:00,08:45:00,08:45:00,08:45:00,NA,-1.6363466,48.1322922
5438,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6363466,48.1322922
5446,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:35:00,-1.6363466,48.1322922
5448,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6363466,48.1322922
5452,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.6363466,48.1322922
5453,Vélo / VAE / Vélostar,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6363466,48.1322922
5457,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6363466,48.1322922
5506,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.6363466,48.1322922
5516,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:20:00,-1.6363466,48.1322922
5524,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6363466,48.1322922
5528,Vélo / VAE / Vélostar,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6363466,48.1322922
5534,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00,-1.6363466,48.1322922
5545,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Heures fixes, variant selon le jour de semaine,08:45:00,09:25:00,NA,08:45:00,09:25:00,NA,-1.6363466
5560,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6363466,48.1322922
5575,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,08:30:00,08:30:00,08:30:00,NA,-1.6363466,48.1322922
5714,Voiture (à plusieurs / covoiturage),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,09:15:00,09:00:00,09:15:00,09:15:00,NA,-1.6363466,48.1322922
5769,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6363466,48.1322922
5796,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6363466,48.1322922
5805,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6363466,48.1322922
5812,Voiture (à plusieurs / covoiturage),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6363466,48.1322922
5824,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.6363466,48.1322922
5825,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6363466,48.1322922
5864,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.6363466,48.1322922
5919,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,08:45:00,08:30:00,09:00:00,08:45:00,NA,-1.6363466,48.1322922
5940,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6363466,48.1322922
6092,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:55:00,-1.6363466,48.1322922
6104,Moto / Scooter,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6363466,48.1322922
6169,Voiture (seul(e)),Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) variant selon jour,08:40:00,08:40:00,08:20:00,08:20:00,08:20:00,NA,-1.6363466,48.1322922
6255,Métro / Bus,Belle Fontaine,Conseil Régional de Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6363466,48.1322922
2614,Voiture (seul(e)),Belle Fontaine,Direccte Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6281205,48.1283768
3775,Voiture (seul(e)),Belle Fontaine,Direccte Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6281205,48.1283768
4204,Vélo / VAE / Vélostar,Belle Fontaine,Direccte Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.6281205,48.1283768
4610,Voiture (seul(e)),Belle Fontaine,Direccte Bretagne,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6281205,48.1283768
4614,Voiture (seul(e)),Belle Fontaine,Direccte Bretagne,Horaires variables (variations > 15 min.),08:00:00,08:30:00,NA,08:15:00,08:30:00,NA,-1.6281205,48.1283768
